DateTime,Entries,UniqueIPs
1539695146,9465,9465
1539696329,9471,9471
1539698208,9472,9472
1539699283,9469,9469
1539700528,9459,9459
1539700958,9462,9462
1539701787,9466,9466
1539703729,9461,9461
1539705122,9439,9439
1539706242,9436,9436
1539707430,9434,9434
1539708624,9446,9446
1539709831,9449,9449
1539710926,9451,9451
1539711767,9444,9444
1539713014,9443,9443
1539714494,9461,9461
1539716750,9460,9460
1539718097,9467,9467
1539719795,9501,9501
1539720921,9520,9520
1539722080,9541,9541
1539723333,9560,9560
1539724543,9586,9586
1539725731,9617,9617
1539726861,9650,9650
1539728085,9674,9674
1539729669,9701,9701
1539731677,9731,9731
1539732508,9751,9751
1539733637,9759,9759
1539735015,9773,9773
1539736132,9793,9793
1539737434,9815,9815
1539738875,9843,9843
1539740553,9865,9865
1539741803,9883,9883
1539743319,9911,9911
1539745024,9927,9927
1539746157,9942,9942
1539747340,9956,9956
1539749074,9985,9985
1539750533,10007,10007
1539752211,10022,10022
1539753276,10026,10026
1539755788,10034,10034
1539756949,10035,10035
1539758131,10033,10033
1539759955,10032,10032
1539761336,10035,10035
1539762994,10038,10038
1539764939,10038,10038
1539766169,10036,10036
1539767690,10036,10036
1539768997,10038,10038
1539770137,10046,10046
1539771275,10047,10047
1539772542,10049,10049
1539772993,10048,10048
1539773812,10052,10052
1539774939,10048,10048
1539776164,10055,10055
1539777344,10066,10066
1539778537,10079,10079
1539780032,10088,10088
1539780989,10100,10100
1539782152,10100,10100
1539783341,10102,10102
1539784645,10115,10115
1539786047,10133,10133
1539787256,10140,10140
1539788717,10144,10144
1539789828,10144,10144
1539790117,10145,10145
1539791663,10139,10139
1539792935,10141,10141
1539794555,10138,10138
1539795403,10140,10140
1539796466,10134,10134
1539798149,10123,10123
1539799000,10127,10127
1539800066,10125,10125
1539801292,10118,10118
1539802586,10128,10128
1539803671,10122,10122
1539804812,10112,10112
1539806127,10074,10074
1539807337,10020,10020
1539808849,9960,9960
1539809980,9959,9959
1539810866,9966,9966
1539812441,9955,9955
1539813396,9959,9959
1539814548,9958,9958
1539816044,9956,9956
1539816987,9956,9956
1539818148,9956,9956
1539819770,9952,9952
1539821436,9960,9960
1539822506,9966,9966
1539824212,9963,9963
1539826135,9962,9962
1539827737,9950,9950
1539828868,9939,9939
1539830197,9933,9933
1539831599,9924,9924
1539832844,9927,9927
1539834062,9919,9919
1539835007,9918,9918
1539836939,9906,9906
1539838608,9902,9902
1539840535,9908,9908
