DateTime,Entries,UniqueIPs
1539931655,18867,18867
1539932614,18865,18865
1539933333,18866,18866
1539934052,18868,18868
1539934774,18866,18866
1539935492,18891,18891
1539936453,18910,18910
1539937412,18920,18920
1539938372,18923,18923
1539939333,18927,18927
1539940293,18923,18923
1539941255,20463,20463
1539941977,20459,20459
1539942719,20462,20462
1539943653,20455,20455
1539944613,20454,20454
1539945573,20444,20444
1539946294,20441,20441
1539947013,20440,20440
1539947733,20438,20438
1539948693,20443,20443
1539949414,20447,20447
1539950132,20451,20451
1539950853,20451,20451
1539952293,20455,20455
1539953014,20458,20458
1539953733,20466,20466
1539954693,20469,20469
1539955413,20473,20473
1539956133,20472,20472
1539957094,20471,20471
1539957813,20469,20469
1539958535,20468,20468
1539959493,20468,20468
1539960213,20469,20469
1539960933,20469,20469
1539961653,20471,20471
1539962372,20467,20467
1539963093,20466,20466
1539963812,20471,20471
1539964533,20468,20468
1539965493,20466,20466
1539966213,20471,20471
1539966935,20467,20467
1539967653,20469,20469
1539968373,20468,20468
1539969093,20467,20467
1539969813,20468,20468
1539970533,20468,20468
1539971493,20469,20469
1539972452,20467,20467
1539973412,20466,20466
1539974373,20466,20466
1539975333,20466,20466
1539976293,20466,20466
1539977253,20469,20469
1539978213,20482,20482
1539979654,20486,20486
1539980374,20484,20484
1539981093,20489,20489
1539982053,20491,20491
1539983014,20488,20488
1539984454,20485,20485
1539985174,20482,20482
1539985894,20475,20475
1539986853,20478,20478
1539987815,20477,20477
1539988774,20480,20480
1539989529,11804,11804
1539990213,20480,20480
1539990934,20479,20479
1539991654,20480,20480
1539992373,20476,20476
1539993093,20478,20478
1539993813,20480,20480
1539994535,20477,20477
1539995494,20477,20477
1539996453,20473,20473
1539997414,20474,20474
1539998373,20472,20472
1539999093,20473,20473
1539999813,20469,20469
1540000533,20468,20468
1540001253,20466,20466
1540001973,20466,20466
1540002693,20468,20468
1540003413,20470,20470
1540004132,20478,20478
1540005093,20478,20478
1540005813,20477,20477
1540006534,20476,20476
1540007253,20476,20476
1540007974,20474,20474
1540008693,20474,20474
1540009413,20477,20477
1540010133,20476,20476
1540010853,20475,20475
1540011814,20474,20474
1540012773,20475,20475
1540013494,20475,20475
1540014214,20471,20471
